summary_type,region,metric,mean,median,std,valid_case_count
region_stat,FP,rank_attention_p05,0.04149827879155055,0.030128364451229572,0.034370807467315696,8
region_stat,FP,rank_attention_p25,0.14650590647943318,0.15705806016921997,0.07567379358776773,8
region_stat,FP,rank_attention_median,0.3135874327272177,0.31987233459949493,0.13778998322471445,8
region_stat,FP,rank_attention_p75,0.6381655782461166,0.7423112690448761,0.27340904094506563,8
region_stat,FP,rank_attention_p95,0.9498233199119568,0.9674443602561951,0.06815634708337284,8
region_stat,FP,rank_attention_max,0.9878703504800797,0.9945172369480133,0.017615524008848582,8
region_stat,FP,residual_voxel_count,95356.125,51568.5,91946.85036127869,8
region_stat,FP,residual_mean,-0.5502677634358406,-0.5155442357063293,0.13742492884268118,8
region_stat,FP,residual_std,0.3052748292684555,0.30500631034374237,0.034461709372161774,8
region_stat,FP,residual_min,-0.9639502763748169,-0.9844105541706085,0.03418786301073336,8
region_stat,FP,residual_p05,-0.9081637859344482,-0.9116807878017426,0.04651126834095399,8
region_stat,FP,residual_p25,-0.8043159171938896,-0.7824090123176575,0.08646393783538633,8
region_stat,FP,residual_median,-0.6366295143961906,-0.6209608912467957,0.14924387352778007,8
region_stat,FP,residual_p75,-0.31390414014458656,-0.20148325711488724,0.2808324922602606,8
region_stat,FP,residual_p95,-0.0012206734827486798,0.0021482721786014736,0.0720185301826181,8
region_stat,FP,residual_max,0.05077756941318512,0.057094186544418335,0.022223125263209013,8
region_stat,TN,probability_voxel_count,7842631.75,5071420.5,4620453.74096267,8
region_stat,TN,probability_mean,0.0016024043288780376,0.0013561740051954985,0.0009340428699752397,8
region_stat,TN,probability_std,0.018767511937767267,0.01823664177209139,0.00562526327361757,8
region_stat,TN,probability_min,1.0719438686594483e-16,4.354200011504457e-37,2.2172322080928754e-16,8
region_stat,TN,probability_p05,3.5266569877455907e-10,9.899311445709635e-20,8.219884172364421e-10,8
region_stat,TN,probability_p25,1.0677000637130449e-08,5.816407496567055e-17,1.9777260365662726e-08,8
region_stat,TN,probability_median,1.1219022453903935e-07,2.329789020039108e-08,1.3612803216971115e-07,8
region_stat,TN,probability_p75,2.2701229807076118e-06,1.6381043224100722e-06,2.161793822416515e-06,8
region_stat,TN,probability_p95,0.000536198239103669,0.0001950834302988369,0.0006442951612536711,8
region_stat,TN,probability_max,0.4999367520213127,0.49997276067733765,8.864322777841296e-05,8
region_stat,TN,raw_attention_voxel_count,7842631.75,5071420.5,4620453.74096267,8
region_stat,TN,raw_attention_mean,0.000522135855135275,0.00048044772120192647,0.00014433875224920077,8
region_stat,TN,raw_attention_std,0.0005017086787120206,0.00033419852843508124,0.0003367696359867935,8
region_stat,TN,raw_attention_min,3.852793656733411e-05,3.747648952412419e-05,9.768846677028852e-06,8
region_stat,TN,raw_attention_p05,0.00012001389586657751,0.00011416428242227994,1.8745546237433907e-05,8
region_stat,TN,raw_attention_p25,0.00027071692784375045,0.00024624298384878784,6.723538729565196e-05,8
region_stat,TN,raw_attention_median,0.00045280282938620076,0.00048448069719597697,7.927320607938412e-05,8
region_stat,TN,raw_attention_p75,0.000612238232861273,0.0006096359866205603,6.82267745416972e-05,8
region_stat,TN,raw_attention_p95,0.0011553226795513183,0.0007512050215154886,0.0006305566182960305,8
region_stat,TN,raw_attention_max,0.01691755055799149,0.01045691897161305,0.017229357049850288,8
region_stat,TN,rank_attention_voxel_count,7842631.75,5071420.5,4620453.74096267,8
region_stat,TN,rank_attention_mean,0.506487037986517,0.5079977512359619,0.0050306799269184445,8
region_stat,TN,rank_attention_std,0.28574781492352486,0.2854035347700119,0.001886065698615408,8
region_stat,TN,rank_attention_min,2.513579318019765e-07,0.0,6.650305776115633e-07,8
region_stat,TN,rank_attention_p05,0.05109676253050566,0.050799332559108734,0.004367355616567491,8
region_stat,TN,rank_attention_p25,0.2627568505704403,0.2627169191837311,0.008024722356835013,8
region_stat,TN,rank_attention_median,0.5122542753815651,0.5138134062290192,0.005901434137106772,8
region_stat,TN,rank_attention_p75,0.7525281235575676,0.7528904974460602,0.0037203216640922746,8
region_stat,TN,rank_attention_p95,0.9462832510471344,0.9477223753929138,0.0061013568833819766,8
region_stat,TN,rank_attention_max,0.9999739602208138,1.0,6.642797563424037e-05,8
region_stat,TN,residual_voxel_count,7842631.75,5071420.5,4620453.74096267,8
region_stat,TN,residual_mean,0.04199066571891308,0.0368723776191473,0.010355080729165255,8
region_stat,TN,residual_std,0.45763885229825974,0.4574988931417465,0.015678924418519754,8
region_stat,TN,residual_min,-0.9295836165547371,-0.9275705218315125,0.01590173977477181,8
region_stat,TN,residual_p05,-0.721672385931015,-0.7241493463516235,0.03087093914357529,8
region_stat,TN,residual_p25,-0.3542678914964199,-0.3372376561164856,0.040050256009440094,8
region_stat,TN,residual_median,0.10992763750255108,0.1072135865688324,0.061850499201139136,8
region_stat,TN,residual_p75,0.41132789850234985,0.40636835992336273,0.04268501810321554,8
region_stat,TN,residual_p95,0.7057552114129066,0.7097533941268921,0.03941969929929625,8
region_stat,TN,residual_max,0.9839665219187737,0.986499696969986,0.0052092012057174215,8
